comment_id,user_id,item_id,text,timestamp,is_fake_attack,attack_type
C987,U664,I220,This was a surprisingly interesting post. Reference 987,2026-07-09 02:52:31.791974,False,GENUINE
C988,U895,I22,This was a surprisingly interesting post. Reference 988,2026-07-21 22:39:31.791988,False,GENUINE
C989,U960,I410,I think this could be improved. Reference 989,2026-07-10 22:15:31.792001,False,GENUINE
C990,U603,I411,Thanks for sharing this information. Reference 990,2026-07-04 02:29:31.792015,False,GENUINE
C991,U137,I130,I think this could be improved. Reference 991,2026-08-04 04:52:31.792029,False,GENUINE
C992,U290,I306,This was a surprisingly interesting post. Reference 992,2026-07-19 08:47:31.792044,False,GENUINE
C993,U193,I2,I really enjoyed this post about gaming. Reference 993,2026-06-25 12:32:31.792059,False,GENUINE
C994,U7,I192,The explanation of music was very clear. Reference 994,2026-07-05 14:50:31.792072,False,GENUINE
C995,U370,I54,I learned something useful about fashion here. Reference 995,2026-06-13 12:35:31.792086,False,GENUINE
C996,U599,I129,I have a different opinion about fashion. Reference 996,2026-06-21 10:26:31.792099,False,GENUINE
C997,U374,I313,I have a different opinion about fashion. Reference 997,2026-06-04 02:43:31.792115,False,GENUINE
C998,U208,I211,This was a surprisingly interesting post. Reference 998,2026-07-26 13:33:31.792128,False,GENUINE
C999,U379,I286,This was a surprisingly interesting post. Reference 999,2026-07-19 17:35:31.792141,False,GENUINE
C1000,U314,I295,This is worth discussing further. Reference 1000,2026-06-05 20:38:31.792155,False,GENUINE
C1001,U141,I437,This is an interesting perspective on sports. Reference 1001,2026-07-02 04:22:31.792170,False,GENUINE
C1002,U801,I358,I learned something useful about gaming here. Reference 1002,2026-07-23 07:29:31.792184,False,GENUINE
C1003,U520,I205,This is worth discussing further. Reference 1003,2026-07-28 04:50:31.792198,False,GENUINE
C1004,U398,I493,I really enjoyed this post about gaming. Reference 1004,2026-07-29 14:30:31.792212,False,GENUINE
C1005,U482,I474,Thanks for sharing this information. Reference 1005,2026-08-03 19:26:31.792226,False,GENUINE
C1006,U65,I134,The explanation of music was very clear. Reference 1006,2026-08-04 13:08:31.792239,False,GENUINE
C1007,U623,I19,The information presented here is useful. Reference 1007,2026-06-16 22:45:31.792253,False,GENUINE
C1008,U671,I266,I have a different opinion about technology. Reference 1008,2026-07-26 21:05:31.792267,False,GENUINE
C1009,U655,I253,I think this could be improved. Reference 1009,2026-07-24 11:20:31.792281,False,GENUINE
C1010,U870,I336,This was a surprisingly interesting post. Reference 1010,2026-07-25 02:33:31.792295,False,GENUINE
C1011,U34,I401,Thanks for sharing this information. Reference 1011,2026-06-16 20:04:31.792308,False,GENUINE
C1012,U173,I345,I really enjoyed this post about music. Reference 1012,2026-07-21 01:19:31.792322,False,GENUINE
C1013,U670,I0,I learned something useful about gaming here. Reference 1013,2026-07-17 17:11:31.792336,False,GENUINE
C1014,U798,I204,This is worth discussing further. Reference 1014,2026-07-05 22:15:31.792350,False,GENUINE
C1015,U600,I102,This was a surprisingly interesting post. Reference 1015,2026-06-05 18:08:31.792366,False,GENUINE
C1016,U720,I35,This is an interesting perspective on movies. Reference 1016,2026-06-06 17:42:31.792380,False,GENUINE
C1017,U849,I286,Thanks for sharing this information. Reference 1017,2026-07-11 04:54:31.792393,False,GENUINE
C1018,U986,I417,I have a different opinion about sports. Reference 1018,2026-06-17 15:21:31.792456,False,GENUINE
C1019,U986,I99,I think this could be improved. Reference 1019,2026-06-20 12:04:31.792471,False,GENUINE
C1020,U4,I133,I learned something useful about fashion here. Reference 1020,2026-06-26 18:05:31.792485,False,GENUINE
C1021,U109,I286,This is an interesting perspective on movies. Reference 1021,2026-07-11 21:18:31.792499,False,GENUINE
C1022,U969,I59,This was a surprisingly interesting post. Reference 1022,2026-06-23 20:54:31.792512,False,GENUINE
C1023,U832,I406,Thanks for sharing this information. Reference 1023,2026-06-09 15:29:31.792526,False,GENUINE
C1024,U453,I494,The information presented here is useful. Reference 1024,2026-07-20 16:32:31.792542,False,GENUINE
C1025,U775,I173,I think this could be improved. Reference 1025,2026-06-19 10:02:31.792556,False,GENUINE
C1026,U882,I14,I think this could be improved. Reference 1026,2026-07-19 08:46:31.792572,False,GENUINE
C1027,U69,I195,The explanation of sports was very clear. Reference 1027,2026-07-14 02:15:31.792589,False,GENUINE
C1028,U422,I489,This is worth discussing further. Reference 1028,2026-06-09 01:01:31.792605,False,GENUINE
C1029,U852,I134,The explanation of movies was very clear. Reference 1029,2026-08-03 08:48:31.792619,False,GENUINE
C1030,U408,I344,This is worth discussing further. Reference 1030,2026-06-22 08:32:31.792632,False,GENUINE
C1031,U953,I91,I think this could be improved. Reference 1031,2026-07-10 15:40:31.792646,False,GENUINE
C1032,U223,I457,Thanks for sharing this information. Reference 1032,2026-07-26 04:41:31.792661,False,GENUINE
C1033,U969,I382,The explanation of food was very clear. Reference 1033,2026-06-05 17:44:31.792675,False,GENUINE
C1034,U204,I120,The explanation of movies was very clear. Reference 1034,2026-07-24 00:16:31.792689,False,GENUINE
C1035,U234,I103,The explanation of music was very clear. Reference 1035,2026-07-28 15:12:31.792703,False,GENUINE
C1036,U797,I54,This is an interesting perspective on gaming. Reference 1036,2026-06-11 07:38:31.792717,False,GENUINE
C1037,U978,I339,I think this could be improved. Reference 1037,2026-06-23 13:06:31.792730,False,GENUINE
C1038,U980,I21,I think this could be improved. Reference 1038,2026-06-16 08:06:31.792744,False,GENUINE
C1039,U322,I252,Thanks for sharing this information. Reference 1039,2026-06-28 03:48:31.792758,False,GENUINE
C1040,U187,I391,This was a surprisingly interesting post. Reference 1040,2026-07-06 14:48:31.792772,False,GENUINE
C1041,U227,I384,Thanks for sharing this information. Reference 1041,2026-08-06 21:41:31.792785,False,GENUINE
C1042,U538,I409,The information presented here is useful. Reference 1042,2026-06-23 14:39:31.792798,False,GENUINE
C1043,U33,I257,This is worth discussing further. Reference 1043,2026-06-10 08:39:31.792814,False,GENUINE
C1044,U794,I89,I think this could be improved. Reference 1044,2026-06-09 06:38:31.792828,False,GENUINE
C1045,U530,I235,This is worth discussing further. Reference 1045,2026-08-10 18:09:31.792841,False,GENUINE
C1046,U690,I107,The information presented here is useful. Reference 1046,2026-07-13 05:03:31.792855,False,GENUINE
C1047,U370,I313,I have a different opinion about education. Reference 1047,2026-06-22 21:37:31.792868,False,GENUINE
C1048,U269,I121,I have a different opinion about food. Reference 1048,2026-06-17 00:40:31.792882,False,GENUINE
C1049,U351,I187,I learned something useful about food here. Reference 1049,2026-07-04 05:51:31.792896,False,GENUINE
C1050,U215,I214,This is worth discussing further. Reference 1050,2026-07-06 08:52:31.792910,False,GENUINE
C1051,U286,I230,I learned something useful about education here. Reference 1051,2026-06-20 09:55:31.792923,False,GENUINE
C1052,U702,I117,This is an interesting perspective on movies. Reference 1052,2026-07-21 08:51:31.792937,False,GENUINE
C1053,U568,I221,The information presented here is useful. Reference 1053,2026-07-29 13:22:31.792951,False,GENUINE
C1054,U819,I491,I learned something useful about food here. Reference 1054,2026-08-10 22:42:31.792967,False,GENUINE
C1055,U180,I215,I think this could be improved. Reference 1055,2026-06-15 10:18:31.792982,False,GENUINE
C1056,U529,I273,This is worth discussing further. Reference 1056,2026-07-15 12:32:31.792997,False,GENUINE
C1057,U256,I287,Thanks for sharing this information. Reference 1057,2026-07-06 13:39:31.793010,False,GENUINE
C1058,U101,I353,I learned something useful about technology here. Reference 1058,2026-07-23 05:17:31.793024,False,GENUINE
C1059,U833,I130,Best product ever buy now,2026-07-01 21:15:31.793037,False,GENUINE
C1060,U762,I171,I have a different opinion about music. Reference 1060,2026-07-10 00:52:31.793051,False,GENUINE
C1061,U573,I285,I have a different opinion about music. Reference 1061,2026-08-10 00:39:31.793065,False,GENUINE
C1062,U421,I62,This is worth discussing further. Reference 1062,2026-06-20 07:49:31.793079,False,GENUINE
C1063,U589,I332,This was a surprisingly interesting post. Reference 1063,2026-07-16 22:14:31.793092,False,GENUINE
C1064,U363,I166,This was a surprisingly interesting post. Reference 1064,2026-06-05 19:01:31.793106,False,GENUINE
C1065,U457,I455,This is an interesting perspective on fashion. Reference 1065,2026-06-16 23:24:31.793120,False,GENUINE
C1066,U293,I237,I learned something useful about education here. Reference 1066,2026-06-14 12:36:31.793133,False,GENUINE
C1067,U827,I475,This is worth discussing further. Reference 1067,2026-06-15 08:56:31.793147,False,GENUINE
C1068,U627,I292,The information presented here is useful. Reference 1068,2026-08-04 15:09:31.793160,False,GENUINE
C1069,U165,I175,The explanation of music was very clear. Reference 1069,2026-07-13 23:45:31.793174,False,GENUINE
C1070,U668,I149,I have a different opinion about fashion. Reference 1070,2026-07-18 03:25:31.793188,False,GENUINE
C1071,U908,I227,This is worth discussing further. Reference 1071,2026-07-05 03:36:31.793204,False,GENUINE
C1072,U171,I94,I really enjoyed this post about education. Reference 1072,2026-06-06 14:08:31.793218,False,GENUINE
C1073,U240,I338,I have a different opinion about gaming. Reference 1073,2026-07-23 15:58:31.793232,False,GENUINE
C1074,U170,I203,This is an interesting perspective on gaming. Reference 1074,2026-08-06 00:37:31.793246,False,GENUINE
C1075,U959,I449,I think this could be improved. Reference 1075,2026-08-09 10:23:31.793259,False,GENUINE
C1076,U789,I203,This was a surprisingly interesting post. Reference 1076,2026-08-02 08:56:31.793273,False,GENUINE
C1077,U268,I316,I learned something useful about gaming here. Reference 1077,2026-06-13 05:28:31.793287,False,GENUINE
C1078,U953,I453,The information presented here is useful. Reference 1078,2026-07-21 22:56:31.793300,False,GENUINE
C1079,U253,I377,I have a different opinion about food. Reference 1079,2026-06-15 19:24:31.793314,False,GENUINE
C1080,U129,I67,This was a surprisingly interesting post. Reference 1080,2026-08-09 05:34:31.793328,False,GENUINE
C1081,U35,I339,This is worth discussing further. Reference 1081,2026-06-29 11:48:31.793341,False,GENUINE
C1082,U478,I499,This was a surprisingly interesting post. Reference 1082,2026-06-22 21:40:31.793357,False,GENUINE
C1083,U455,I69,This was a surprisingly interesting post. Reference 1083,2026-06-19 01:17:31.793370,False,GENUINE
C1084,U611,I233,Click here for amazing deals,2026-06-25 04:28:31.793384,False,GENUINE
C1085,U655,I327,This was a surprisingly interesting post. Reference 1085,2026-07-11 05:34:31.793397,False,GENUINE
C1086,U493,I276,The explanation of gaming was very clear. Reference 1086,2026-07-02 14:43:31.793411,False,GENUINE
C1087,U315,I187,The information presented here is useful. Reference 1087,2026-07-28 15:48:31.793427,False,GENUINE
C1088,U310,I5,I really enjoyed this post about education. Reference 1088,2026-07-11 12:45:31.793441,False,GENUINE
C1089,U293,I240,This was a surprisingly interesting post. Reference 1089,2026-06-10 05:31:31.793454,False,GENUINE
C1090,U944,I251,I think this could be improved. Reference 1090,2026-08-11 00:01:31.793470,False,GENUINE
C1091,U784,I220,I have a different opinion about sports. Reference 1091,2026-08-11 04:12:31.793484,False,GENUINE
C1092,U561,I191,The explanation of fashion was very clear. Reference 1092,2026-06-21 19:26:31.793498,False,GENUINE
C1093,U447,I202,The explanation of education was very clear. Reference 1093,2026-06-07 18:10:31.793513,False,GENUINE
C1094,U754,I330,The information presented here is useful. Reference 1094,2026-07-22 18:05:31.793526,False,GENUINE
C1095,U269,I40,The information presented here is useful. Reference 1095,2026-06-25 19:25:31.793540,False,GENUINE
C1096,U782,I409,Thanks for sharing this information. Reference 1096,2026-07-16 22:05:31.793555,False,GENUINE
C1097,U664,I380,This was a surprisingly interesting post. Reference 1097,2026-07-05 05:58:31.793569,False,GENUINE
C1098,U192,I436,This is an interesting perspective on education. Reference 1098,2026-07-30 09:31:31.793582,False,GENUINE
C1099,U296,I56,I think this could be improved. Reference 1099,2026-07-18 01:29:31.793596,False,GENUINE
C1100,U717,I318,I think this could be improved. Reference 1100,2026-07-13 15:31:31.793611,False,GENUINE
C1101,U19,I77,Click here for amazing deals,2026-07-25 21:47:31.793627,False,GENUINE
C1102,U995,I52,I have a different opinion about movies. Reference 1102,2026-07-31 10:49:31.793641,False,GENUINE
C1103,U732,I224,I really enjoyed this post about sports. Reference 1103,2026-08-03 14:56:31.793655,False,GENUINE
C1104,U154,I7,I think this could be improved. Reference 1104,2026-07-11 17:03:31.793669,False,GENUINE
C1105,U430,I159,I think this could be improved. Reference 1105,2026-06-30 15:02:31.793682,False,GENUINE
C1106,U713,I405,I really enjoyed this post about music. Reference 1106,2026-08-04 12:43:31.793696,False,GENUINE
C1107,U863,I384,I learned something useful about technology here. Reference 1107,2026-07-18 13:47:31.793709,False,GENUINE
C1108,U794,I200,This is an interesting perspective on food. Reference 1108,2026-07-26 07:15:31.793723,False,GENUINE
C1109,U196,I458,I have a different opinion about fashion. Reference 1109,2026-08-10 16:25:31.793737,False,GENUINE
C1110,U124,I498,The explanation of fashion was very clear. Reference 1110,2026-07-02 12:19:31.793751,False,GENUINE
C1111,U253,I377,I really enjoyed this post about sports. Reference 1111,2026-06-30 21:16:31.793767,False,GENUINE
C1112,U752,I394,This is an interesting perspective on sports. Reference 1112,2026-06-29 19:04:31.793781,False,GENUINE
C1113,U398,I348,I have a different opinion about music. Reference 1113,2026-07-28 09:29:31.793795,False,GENUINE
C1114,U644,I372,I really enjoyed this post about gaming. Reference 1114,2026-07-19 18:36:31.793809,False,GENUINE
C1115,U492,I326,I have a different opinion about sports. Reference 1115,2026-07-10 00:37:31.793823,False,GENUINE
C1116,U908,I26,Amazing product buy now,2026-07-21 08:30:31.793836,False,GENUINE
C1117,U648,I222,This is worth discussing further. Reference 1117,2026-07-27 14:22:31.793850,False,GENUINE
C1118,U813,I141,Thanks for sharing this information. Reference 1118,2026-07-06 19:19:31.793867,False,GENUINE
C1119,U808,I124,I really enjoyed this post about technology. Reference 1119,2026-06-19 22:36:31.793883,False,GENUINE
C1120,U802,I353,I think this could be improved. Reference 1120,2026-07-09 00:39:31.793897,False,GENUINE
C1121,U789,I45,The explanation of education was very clear. Reference 1121,2026-06-27 07:53:31.793910,False,GENUINE
C1122,U93,I351,Thanks for sharing this information. Reference 1122,2026-06-03 16:41:31.793924,False,GENUINE
C1123,U640,I30,I really enjoyed this post about music. Reference 1123,2026-06-14 03:53:31.793938,False,GENUINE
C1124,U157,I359,This was a surprisingly interesting post. Reference 1124,2026-07-31 09:06:31.793951,False,GENUINE
C1125,U499,I119,This is worth discussing further. Reference 1125,2026-07-02 21:35:31.793965,False,GENUINE
C1126,U750,I98,I really enjoyed this post about fashion. Reference 1126,2026-07-10 05:33:31.793979,False,GENUINE
C1127,U741,I68,I have a different opinion about technology. Reference 1127,2026-06-28 15:49:31.793993,False,GENUINE
C1128,U723,I224,This was a surprisingly interesting post. Reference 1128,2026-06-23 10:21:31.794009,False,GENUINE
C1129,U713,I250,The explanation of education was very clear. Reference 1129,2026-06-23 08:25:31.794023,False,GENUINE
C1130,U356,I165,I think this could be improved. Reference 1130,2026-06-18 08:08:31.794036,False,GENUINE
C1131,U936,I440,This was a surprisingly interesting post. Reference 1131,2026-08-05 13:31:31.794050,False,GENUINE
C1132,U543,I79,I think this could be improved. Reference 1132,2026-07-18 20:41:31.794063,False,GENUINE
C1133,U554,I187,I think this could be improved. Reference 1133,2026-06-14 18:11:31.794076,False,GENUINE
C1134,U518,I194,I learned something useful about technology here. Reference 1134,2026-06-16 10:09:31.794090,False,GENUINE
C1135,U877,I186,Thanks for sharing this information. Reference 1135,2026-07-13 15:24:31.794103,False,GENUINE
C1136,U738,I32,This was a surprisingly interesting post. Reference 1136,2026-07-25 13:12:31.794117,False,GENUINE
C1137,U536,I349,I think this could be improved. Reference 1137,2026-06-17 00:46:31.794130,False,GENUINE
C1138,U289,I165,The information presented here is useful. Reference 1138,2026-08-01 18:40:31.794144,False,GENUINE
C1139,U98,I267,This is an interesting perspective on technology. Reference 1139,2026-07-31 00:29:31.794159,False,GENUINE
C1140,U182,I447,I really enjoyed this post about sports. Reference 1140,2026-08-02 02:07:31.794173,False,GENUINE
C1141,U497,I98,This is an interesting perspective on technology. Reference 1141,2026-06-20 20:35:31.794187,False,GENUINE
C1142,U657,I428,The information presented here is useful. Reference 1142,2026-06-24 23:18:31.794201,False,GENUINE
C1143,U638,I359,Thanks for sharing this information. Reference 1143,2026-08-07 08:45:31.794214,False,GENUINE
C1144,U375,I113,Thanks for sharing this information. Reference 1144,2026-08-10 15:23:31.794228,False,GENUINE
C1145,U952,I471,The explanation of food was very clear. Reference 1145,2026-08-04 13:18:31.794241,False,GENUINE
C1146,U479,I410,I really enjoyed this post about music. Reference 1146,2026-06-22 00:58:31.794255,False,GENUINE
C1147,U761,I480,The information presented here is useful. Reference 1147,2026-06-08 08:23:31.794269,False,GENUINE
C1148,U59,I421,Thanks for sharing this information. Reference 1148,2026-06-24 16:19:31.794282,False,GENUINE
C1149,U41,I375,This is an interesting perspective on movies. Reference 1149,2026-08-04 17:43:31.794296,False,GENUINE
C1150,U967,I110,This was a surprisingly interesting post. Reference 1150,2026-08-02 14:51:31.794310,False,GENUINE
C1151,U742,I118,This was a surprisingly interesting post. Reference 1151,2026-07-25 14:06:31.794325,False,GENUINE
C1152,U197,I269,The explanation of education was very clear. Reference 1152,2026-06-22 00:05:31.794340,False,GENUINE
C1153,U767,I285,Best deal available now,2026-06-14 16:53:31.794354,False,GENUINE
C1154,U590,I183,You must buy this product,2026-08-02 08:34:31.794369,False,GENUINE
C1155,U170,I405,I learned something useful about fashion here. Reference 1155,2026-06-26 21:27:31.794383,False,GENUINE
C1156,U345,I336,I learned something useful about food here. Reference 1156,2026-07-10 18:19:31.794399,False,GENUINE
C1157,U924,I161,This was a surprisingly interesting post. Reference 1157,2026-07-08 23:56:31.794421,False,GENUINE
C1158,U422,I391,Click here for amazing deals,2026-06-17 10:53:31.794435,False,GENUINE
C1159,U246,I288,This was a surprisingly interesting post. Reference 1159,2026-07-08 16:38:31.794448,False,GENUINE
C1160,U784,I281,I have a different opinion about music. Reference 1160,2026-07-01 15:41:31.794462,False,GENUINE
C1161,U458,I491,The information presented here is useful. Reference 1161,2026-06-06 17:19:31.794475,False,GENUINE
C1162,U35,I145,Thanks for sharing this information. Reference 1162,2026-06-25 17:14:31.794489,False,GENUINE
C1163,U138,I455,You must buy this product,2026-07-15 11:53:31.794503,False,GENUINE
C1164,U227,I109,You must buy this product,2026-06-10 01:16:31.794517,False,GENUINE
C1165,U842,I141,This was a surprisingly interesting post. Reference 1165,2026-08-03 06:00:31.794531,False,GENUINE
C1166,U38,I235,This is worth discussing further. Reference 1166,2026-07-30 05:37:31.794546,False,GENUINE
C1167,U271,I187,Thanks for sharing this information. Reference 1167,2026-07-21 14:59:31.794560,False,GENUINE
C1168,U262,I415,I have a different opinion about gaming. Reference 1168,2026-06-20 21:44:31.794576,False,GENUINE
C1169,U409,I291,The explanation of gaming was very clear. Reference 1169,2026-06-06 23:17:31.794590,False,GENUINE
C1170,U332,I405,I think this could be improved. Reference 1170,2026-06-28 09:19:31.794603,False,GENUINE
C1171,U845,I460,Thanks for sharing this information. Reference 1171,2026-06-18 15:40:31.794617,False,GENUINE
C1172,U657,I153,I really enjoyed this post about fashion. Reference 1172,2026-08-04 16:32:31.794631,False,GENUINE
C1173,U798,I28,This is worth discussing further. Reference 1173,2026-07-03 07:13:31.794644,False,GENUINE
C1174,U426,I476,This is an interesting perspective on sports. Reference 1174,2026-06-04 18:39:31.794658,False,GENUINE
C1175,U668,I434,Thanks for sharing this information. Reference 1175,2026-06-15 03:14:31.794672,False,GENUINE
C1176,U796,I323,The information presented here is useful. Reference 1176,2026-07-15 02:10:31.794685,False,GENUINE
C1177,U536,I21,This is worth discussing further. Reference 1177,2026-07-13 02:00:31.794698,False,GENUINE
C1178,U514,I357,The explanation of education was very clear. Reference 1178,2026-08-07 05:37:31.794712,False,GENUINE
C1179,U689,I374,The information presented here is useful. Reference 1179,2026-06-04 07:22:31.794725,False,GENUINE
C1180,U609,I294,This was a surprisingly interesting post. Reference 1180,2026-07-22 14:49:31.794739,False,GENUINE
C1181,U442,I148,The information presented here is useful. Reference 1181,2026-07-30 19:12:31.794752,False,GENUINE
C1182,U344,I42,Amazing product buy now,2026-06-22 22:31:31.794768,False,GENUINE
C1183,U408,I134,This is an interesting perspective on fashion. Reference 1183,2026-06-27 03:44:31.794781,False,GENUINE
C1184,U444,I396,I learned something useful about education here. Reference 1184,2026-06-29 01:23:31.794797,False,GENUINE
C1185,U572,I101,I think this could be improved. Reference 1185,2026-06-13 11:07:31.794810,False,GENUINE
C1186,U585,I100,Best product ever buy now,2026-07-20 18:38:31.794824,False,GENUINE
C1187,U73,I136,The information presented here is useful. Reference 1187,2026-06-10 12:09:31.794837,False,GENUINE
C1188,U946,I294,This is an interesting perspective on gaming. Reference 1188,2026-06-11 16:31:31.794852,False,GENUINE
C1189,U423,I216,This is worth discussing further. Reference 1189,2026-07-25 11:51:31.794865,False,GENUINE
C1190,U328,I176,Thanks for sharing this information. Reference 1190,2026-07-15 02:05:31.794879,False,GENUINE
C1191,U173,I179,Thanks for sharing this information. Reference 1191,2026-06-16 02:37:31.794893,False,GENUINE
C1192,U149,I225,I really enjoyed this post about sports. Reference 1192,2026-07-24 15:45:31.794906,False,GENUINE
C1193,U701,I191,I learned something useful about gaming here. Reference 1193,2026-08-01 14:30:31.794920,False,GENUINE
C1194,U757,I27,The explanation of education was very clear. Reference 1194,2026-07-16 15:31:31.794935,False,GENUINE
C1195,U14,I175,This is an interesting perspective on movies. Reference 1195,2026-07-01 20:48:31.794949,False,GENUINE
C1196,U482,I11,This is worth discussing further. Reference 1196,2026-06-05 11:24:31.794965,False,GENUINE
C1197,U550,I108,The explanation of movies was very clear. Reference 1197,2026-06-22 21:06:31.794979,False,GENUINE
C1198,U494,I318,I learned something useful about technology here. Reference 1198,2026-07-08 13:16:31.794993,False,GENUINE
C1199,U596,I463,This was a surprisingly interesting post. Reference 1199,2026-07-19 13:55:31.795006,False,GENUINE
C1200,U174,I30,I have a different opinion about sports. Reference 1200,2026-06-09 10:23:31.795020,False,GENUINE
C1201,U632,I138,I really enjoyed this post about food. Reference 1201,2026-06-13 05:38:31.795034,False,GENUINE
C1202,U967,I4,This is an interesting perspective on fashion. Reference 1202,2026-06-12 17:22:31.795048,False,GENUINE
C1203,U277,I339,This is worth discussing further. Reference 1203,2026-08-10 02:18:31.795061,False,GENUINE
C1204,U299,I444,The information presented here is useful. Reference 1204,2026-07-08 04:19:31.795075,False,GENUINE
C1205,U520,I363,This is an interesting perspective on music. Reference 1205,2026-06-28 17:13:31.795089,False,GENUINE
C1206,U887,I305,This was a surprisingly interesting post. Reference 1206,2026-07-25 20:44:31.795103,False,GENUINE
C1207,U203,I256,I think this could be improved. Reference 1207,2026-08-08 05:08:31.795117,False,GENUINE
C1208,U253,I472,This was a surprisingly interesting post. Reference 1208,2026-07-12 11:17:31.795130,False,GENUINE
C1209,U501,I201,I learned something useful about technology here. Reference 1209,2026-07-11 06:25:31.795144,False,GENUINE
C1210,U700,I180,This is worth discussing further. Reference 1210,2026-07-21 07:59:31.795158,False,GENUINE
C1211,U513,I141,I really enjoyed this post about movies. Reference 1211,2026-07-07 14:11:31.795173,False,GENUINE
C1212,U911,I417,I really enjoyed this post about movies. Reference 1212,2026-07-22 07:11:31.795187,False,GENUINE
C1213,U155,I174,The information presented here is useful. Reference 1213,2026-08-03 20:11:31.795203,False,GENUINE
C1214,U747,I195,This was a surprisingly interesting post. Reference 1214,2026-07-04 20:18:31.795220,False,GENUINE
C1215,U246,I293,Click here for amazing deals,2026-07-14 09:34:31.795233,False,GENUINE
C1216,U931,I309,This is worth discussing further. Reference 1216,2026-06-23 11:27:31.795247,False,GENUINE
C1217,U134,I105,I learned something useful about sports here. Reference 1217,2026-07-30 06:16:31.795263,False,GENUINE
C1218,U316,I352,This was a surprisingly interesting post. Reference 1218,2026-07-03 16:29:31.795279,False,GENUINE
C1219,U930,I499,I learned something useful about education here. Reference 1219,2026-07-13 22:24:31.795293,False,GENUINE
C1220,U69,I285,This was a surprisingly interesting post. Reference 1220,2026-07-26 01:44:31.795307,False,GENUINE
C1221,U325,I429,I learned something useful about technology here. Reference 1221,2026-07-13 19:47:31.795321,False,GENUINE
C1222,U901,I498,The information presented here is useful. Reference 1222,2026-07-15 05:18:31.795334,False,GENUINE
C1223,U453,I381,I have a different opinion about education. Reference 1223,2026-07-25 17:26:31.795349,False,GENUINE
C1224,U109,I67,I learned something useful about technology here. Reference 1224,2026-06-03 10:23:31.795365,False,GENUINE
C1225,U626,I315,I have a different opinion about sports. Reference 1225,2026-06-18 13:12:31.795381,False,GENUINE
C1226,U237,I118,I really enjoyed this post about music. Reference 1226,2026-08-04 14:21:31.795394,False,GENUINE
C1227,U704,I399,I think this could be improved. Reference 1227,2026-06-27 02:38:31.795408,False,GENUINE
C1228,U866,I309,I think this could be improved. Reference 1228,2026-07-26 02:04:31.795518,False,GENUINE
C1229,U872,I198,I think this could be improved. Reference 1229,2026-07-30 07:34:31.795535,False,GENUINE
C1230,U167,I98,The explanation of technology was very clear. Reference 1230,2026-07-05 15:24:31.795549,False,GENUINE
C1231,U782,I496,I really enjoyed this post about movies. Reference 1231,2026-07-05 05:40:31.795564,False,GENUINE
C1232,U227,I380,The explanation of sports was very clear. Reference 1232,2026-08-05 19:30:31.795578,False,GENUINE
C1233,U181,I474,I think this could be improved. Reference 1233,2026-06-10 05:19:31.795592,False,GENUINE
C1234,U332,I443,I think this could be improved. Reference 1234,2026-07-03 21:58:31.795605,False,GENUINE
C1235,U414,I397,I really enjoyed this post about fashion. Reference 1235,2026-06-07 06:40:31.795619,False,GENUINE
C1236,U320,I201,Best deal available now,2026-06-25 10:36:31.795634,False,GENUINE
C1237,U111,I231,I think this could be improved. Reference 1237,2026-07-20 11:11:31.795647,False,GENUINE
C1238,U531,I275,The information presented here is useful. Reference 1238,2026-06-22 01:40:31.795661,False,GENUINE
C1239,U396,I264,I really enjoyed this post about sports. Reference 1239,2026-07-16 07:53:31.795675,False,GENUINE
C1240,U450,I203,I have a different opinion about movies. Reference 1240,2026-06-30 20:09:31.795689,False,GENUINE
C1241,U170,I216,I have a different opinion about technology. Reference 1241,2026-06-10 00:45:31.795705,False,GENUINE
C1242,U529,I462,I learned something useful about food here. Reference 1242,2026-06-14 00:33:31.795718,False,GENUINE
C1243,U462,I46,Amazing product buy now,2026-07-26 11:16:31.795732,False,GENUINE
C1244,U797,I299,This was a surprisingly interesting post. Reference 1244,2026-07-07 01:18:31.795746,False,GENUINE
C1245,U423,I165,I think this could be improved. Reference 1245,2026-07-26 13:13:31.795763,False,GENUINE
C1246,U464,I302,The explanation of food was very clear. Reference 1246,2026-08-03 14:58:31.795780,False,GENUINE
C1247,U256,I165,I learned something useful about gaming here. Reference 1247,2026-08-03 12:46:31.795794,False,GENUINE
C1248,U116,I361,I think this could be improved. Reference 1248,2026-08-04 01:37:31.795808,False,GENUINE
C1249,U536,I362,The information presented here is useful. Reference 1249,2026-07-08 08:44:31.795822,False,GENUINE
C1250,U563,I194,I really enjoyed this post about education. Reference 1250,2026-07-12 07:44:31.795836,False,GENUINE
C1251,U579,I446,I learned something useful about education here. Reference 1251,2026-07-29 16:05:31.795849,False,GENUINE
C1252,U183,I393,I really enjoyed this post about fashion. Reference 1252,2026-07-14 19:00:31.795865,False,GENUINE
C1253,U316,I373,Amazing product buy now,2026-06-15 19:28:31.795879,False,GENUINE
C1254,U185,I60,I learned something useful about sports here. Reference 1254,2026-08-11 12:15:31.795893,False,GENUINE
C1255,U637,I391,I have a different opinion about technology. Reference 1255,2026-07-01 02:03:31.795907,False,GENUINE
C1256,U509,I437,I think this could be improved. Reference 1256,2026-06-17 11:49:31.795920,False,GENUINE
C1257,U903,I252,The explanation of sports was very clear. Reference 1257,2026-06-19 05:35:31.795934,False,GENUINE
C1258,U675,I243,You must buy this product,2026-07-02 14:41:31.795948,False,GENUINE
