comment_id,user_id,item_id,text,timestamp,is_fake_attack,attack_type,normalized_text,word_set,duplicate_count,duplicate_score,tfidf_similarity,char_similarity,jaccard_similarity,combined_similarity,near_duplicate_score,spam_score,user_comment_count,user_activity_score,unique_users_for_text,text_item_group_size,coordination_score,attack_pattern_score,base_attack_score,coordination_boost,attack_score,detected_fake,is_real_attack
C1602,U467,I307,I have a different opinion about food. Reference 1602,2026-07-22 06:33:31.801935,False,GENUINE,i have a different opinion about food reference 1602,"{'opinion', 'i', '1602', 'have', 'reference', 'different', 'a', 'food', 'about'}",1,0,0.6234651200055784,0.6989869118354727,0.0,0.4978075567361415,0,0,5,20,1,1,0,0,2.0,0,2.0,False,False
C1603,U567,I208,I have a different opinion about fashion. Reference 1603,2026-07-25 15:34:31.801949,False,GENUINE,i have a different opinion about fashion reference 1603,"{'opinion', 'i', 'fashion', '1603', 'have', 'reference', 'different', 'a', 'about'}",1,0,0.6208719682633899,0.7580544199617091,0.0,0.5205269568768701,10,0,5,20,1,1,0,0,4.0,0,4.0,False,False
C1604,U877,I35,I think this could be improved. Reference 1604,2026-07-26 12:18:31.801963,False,GENUINE,i think this could be improved reference 1604,"{'could', 'think', 'i', 'improved', 'this', 'reference', 'be', '1604'}",1,0,0.759419500520574,0.754149210580495,0.0,0.5674565094143988,10,0,8,20,1,1,0,0,4.0,0,4.0,False,False
C1605,U13,I345,I think this could be improved. Reference 1605,2026-07-06 18:06:31.801976,False,GENUINE,i think this could be improved reference 1605,"{'could', 'think', 'i', 'improved', '1605', 'this', 'reference', 'be'}",1,0,0.759419500520574,0.7540606899137163,0.0,0.5674211011476875,10,0,4,0,1,1,0,0,2.0,0,2.0,False,False
C1606,U448,I267,This is an interesting perspective on gaming. Reference 1606,2026-07-29 18:47:31.801990,False,GENUINE,this is an interesting perspective on gaming reference 1606,"{'1606', 'an', 'perspective', 'this', 'reference', 'interesting', 'on', 'is', 'gaming'}",1,0,0.6769806953191057,0.7458485838934389,0.0,0.5352826769190625,10,0,8,20,1,1,0,0,4.0,0,4.0,False,False
C1607,U404,I205,Thanks for sharing this information. Reference 1607,2026-06-05 08:18:31.802004,False,GENUINE,thanks for sharing this information reference 1607,"{'for', 'thanks', 'information', 'this', 'reference', '1607', 'sharing'}",1,0,0.5701792786438931,0.7457130442869008,0.0,0.49784796524012287,0,0,7,20,1,1,0,0,2.0,0,2.0,False,False
C1608,U947,I456,I learned something useful about gaming here. Reference 1608,2026-07-09 17:26:31.802020,False,GENUINE,i learned something useful about gaming here reference 1608,"{'useful', 'i', 'gaming', '1608', 'reference', 'learned', 'here', 'something', 'about'}",1,0,0.6554969260982416,0.7566862999396589,0.0,0.5320984441102481,10,0,2,0,1,1,0,0,2.0,0,2.0,False,False
C1609,U998,I101,This is worth discussing further. Reference 1609,2026-06-18 16:16:31.802034,False,GENUINE,this is worth discussing further reference 1609,"{'worth', '1609', 'this', 'reference', 'further', 'discussing', 'is'}",1,0,0.7443238159205726,0.7825020922460573,0.0,0.5735141724706234,10,0,5,20,1,1,0,0,4.0,0,4.0,False,False
C1610,U864,I206,This is an interesting perspective on sports. Reference 1610,2026-07-04 04:12:31.802048,False,GENUINE,this is an interesting perspective on sports reference 1610,"{'an', 'perspective', 'this', 'reference', 'interesting', 'on', '1610', 'sports', 'is'}",1,0,0.6758838309085068,0.7909628921366207,0.0,0.5529444976726257,10,0,4,0,1,1,0,0,2.0,0,2.0,False,False
C1611,U742,I255,I have a different opinion about movies. Reference 1611,2026-06-03 23:48:31.802062,False,GENUINE,i have a different opinion about movies reference 1611,"{'opinion', 'i', 'movies', 'have', 'reference', 'different', '1611', 'a', 'about'}",1,0,0.6243387956706026,0.7542588244661179,0.0,0.5202221082711581,10,0,8,20,1,1,0,0,4.0,0,4.0,False,False
C1612,U808,I410,The information presented here is useful. Reference 1612,2026-06-29 12:31:31.802076,False,GENUINE,the information presented here is useful reference 1612,"{'useful', 'presented', 'information', 'is', 'the', 'reference', '1612', 'here'}",1,0,0.5910259597851174,0.777094418050171,0.0,0.5176968531448595,10,0,7,20,1,1,0,0,4.0,0,4.0,False,False
C1613,U682,I308,The information presented here is useful. Reference 1613,2026-06-26 06:46:31.802089,False,GENUINE,the information presented here is useful reference 1613,"{'useful', 'presented', 'information', 'is', 'the', 'reference', 'here', '1613'}",1,0,0.5910259597851174,0.7492335756121098,0.0,0.5065525161696349,10,0,6,20,1,1,0,0,4.0,0,4.0,False,False
C1614,U285,I75,I think this could be improved. Reference 1614,2026-07-31 17:03:31.802103,False,GENUINE,i think this could be improved reference 1614,"{'could', 'think', '1614', 'i', 'improved', 'this', 'reference', 'be'}",1,0,0.759419500520574,0.7544824514715379,0.0,0.5675898057708161,10,0,6,20,1,1,0,0,4.0,0,4.0,False,False
C1615,U256,I250,I think this could be improved. Reference 1615,2026-06-15 15:17:31.802116,False,GENUINE,i think this could be improved reference 1615,"{'could', 'think', 'i', 'improved', 'this', 'reference', 'be', '1615'}",1,0,0.759419500520574,0.751655616638072,0.0,0.5664590718374297,10,0,10,40,1,1,0,0,6.0,0,6.0,False,False
C1616,U965,I68,I really enjoyed this post about gaming. Reference 1616,2026-06-05 16:14:31.802130,False,GENUINE,i really enjoyed this post about gaming reference 1616,"{'i', '1616', 'this', 'post', 'reference', 'really', 'enjoyed', 'gaming', 'about'}",1,0,0.641800272114989,0.722943898524705,0.0,0.5138076546501281,10,0,2,0,1,1,0,0,2.0,0,2.0,False,False
C1617,U54,I425,This is an interesting perspective on food. Reference 1617,2026-06-11 02:38:31.802144,False,GENUINE,this is an interesting perspective on food reference 1617,"{'an', 'perspective', 'this', 'food', 'reference', '1617', 'interesting', 'on', 'is'}",1,0,0.6799644691628451,0.7302336493318048,0.0,0.5300810239397178,10,0,7,20,1,1,0,0,4.0,0,4.0,False,False
C1618,U27,I497,I learned something useful about fashion here. Reference 1618,2026-06-17 19:14:31.802157,False,GENUINE,i learned something useful about fashion here reference 1618,"{'useful', 'i', 'fashion', 'reference', 'learned', '1618', 'here', 'something', 'about'}",1,0,0.6586723474957719,0.7592887058311163,0.0,0.5342508039559667,10,0,5,20,1,1,0,0,4.0,0,4.0,False,False
C1619,U695,I167,I learned something useful about movies here. Reference 1619,2026-06-16 05:16:31.802171,False,GENUINE,i learned something useful about movies here reference 1619,"{'useful', 'i', 'movies', '1619', 'reference', 'learned', 'here', 'something', 'about'}",1,0,0.6597682834281668,0.7564293043584434,0.0,0.5334906209432357,10,0,5,20,1,1,0,0,4.0,0,4.0,False,False
C1620,U638,I49,This is an interesting perspective on food. Reference 1620,2026-06-30 09:56:31.802185,False,GENUINE,this is an interesting perspective on food reference 1620,"{'an', 'perspective', 'this', 'food', 'reference', '1620', 'interesting', 'on', 'is'}",1,0,0.6799644691628451,0.7400356340727181,0.0,0.534001817836083,10,0,5,20,1,1,0,0,4.0,0,4.0,False,False
C1621,U206,I150,I think this could be improved. Reference 1621,2026-06-26 21:14:31.802201,False,GENUINE,i think this could be improved reference 1621,"{'could', 'think', 'i', 'improved', 'this', 'reference', '1621', 'be'}",1,0,0.759419500520574,0.7543938134210597,0.0,0.5675543505506249,10,0,5,20,1,1,0,0,4.0,0,4.0,False,False
C1622,U267,I277,This is worth discussing further. Reference 1622,2026-08-08 22:57:31.802216,False,GENUINE,this is worth discussing further reference 1622,"{'worth', '1622', 'this', 'reference', 'further', 'discussing', 'is'}",1,0,0.7443238159205726,0.7567751169337911,0.0,0.5632233823457169,10,0,7,20,1,1,0,0,4.0,0,4.0,False,False
C1623,U440,I450,This is an interesting perspective on fashion. Reference 1623,2026-07-01 20:41:31.802230,False,GENUINE,this is an interesting perspective on fashion reference 1623,"{'an', 'fashion', 'perspective', 'this', '1623', 'reference', 'interesting', 'on', 'is'}",1,0,0.6791672089972807,0.795742896873588,0.0,0.5560056818984834,10,0,4,0,1,1,0,0,2.0,0,2.0,False,False
C1624,U322,I436,The information presented here is useful. Reference 1624,2026-06-30 23:50:31.802244,False,GENUINE,the information presented here is useful reference 1624,"{'useful', 'presented', 'information', 'is', 'the', '1624', 'reference', 'here'}",1,0,0.5910259597851174,0.7491554712664027,0.0,0.5065212744313521,10,0,8,20,1,1,0,0,4.0,0,4.0,False,False
C1625,U36,I16,I learned something useful about movies here. Reference 1625,2026-06-08 13:34:31.802258,False,GENUINE,i learned something useful about movies here reference 1625,"{'useful', 'i', 'movies', 'reference', '1625', 'learned', 'here', 'something', 'about'}",1,0,0.6597682834281668,0.7545317283946723,0.0,0.5327315905577273,10,0,10,40,1,1,0,0,6.0,0,6.0,False,False
C1626,U168,I251,The information presented here is useful. Reference 1626,2026-07-14 09:24:31.802271,False,GENUINE,the information presented here is useful reference 1626,"{'useful', 'presented', 'information', 'is', 'the', 'reference', '1626', 'here'}",1,0,0.5910259597851174,0.7760872092824233,0.0,0.5172939696377604,10,0,6,20,1,1,0,0,4.0,0,4.0,False,False
C1627,U732,I199,I think this could be improved. Reference 1627,2026-06-21 01:18:31.802287,False,GENUINE,i think this could be improved reference 1627,"{'could', 'think', 'i', 'improved', '1627', 'this', 'reference', 'be'}",1,0,0.759419500520574,0.7875140826595488,0.0,0.5808024582460205,10,0,9,20,1,1,0,0,4.0,0,4.0,False,False
C1628,U691,I251,This was a surprisingly interesting post. Reference 1628,2026-06-29 12:20:31.802301,False,GENUINE,this was a surprisingly interesting post reference 1628,"{'was', '1628', 'this', 'reference', 'interesting', 'a', 'post', 'surprisingly'}",1,0,0.7375212809061276,0.7899657990055197,0.0,0.5741187679193526,10,0,2,0,1,1,0,0,2.0,0,2.0,False,False
C1629,U575,I437,I learned something useful about technology here. Reference 1629,2026-07-07 04:59:31.802337,False,GENUINE,i learned something useful about technology here reference 1629,"{'useful', 'i', 'technology', 'reference', '1629', 'learned', 'here', 'something', 'about'}",1,0,0.6536869962497605,0.7571661753703619,0.0,0.5316569188355609,10,0,6,20,1,1,0,0,4.0,0,4.0,False,False
C1630,U269,I253,Thanks for sharing this information. Reference 1630,2026-06-16 16:15:31.802351,False,GENUINE,thanks for sharing this information reference 1630,"{'for', 'thanks', 'information', 'this', 'reference', '1630', 'sharing'}",1,0,0.5701792786438931,0.7467590270115518,0.0,0.49826635832998334,0,0,8,20,1,1,0,0,2.0,0,2.0,False,False
C1631,U692,I180,Amazing product buy now,2026-08-06 05:48:31.802365,False,GENUINE,amazing product buy now,"{'now', 'product', 'buy', 'amazing'}",69,50,1.0,1.0,1.0,1.0,50,27,2,0,68,1,65,40,45.05,0,45.05,False,False
C1632,U28,I302,I really enjoyed this post about education. Reference 1632,2026-07-09 11:32:31.802379,False,GENUINE,i really enjoyed this post about education reference 1632,"{'i', 'education', 'this', 'post', 'reference', '1632', 'really', 'enjoyed', 'about'}",1,0,0.6416763605206215,0.779427194387732,0.0,0.5363576039373104,10,0,5,20,1,1,0,0,4.0,0,4.0,False,False
C1633,U357,I414,Thanks for sharing this information. Reference 1633,2026-06-15 22:18:31.802393,False,GENUINE,thanks for sharing this information reference 1633,"{'for', 'thanks', '1633', 'information', 'this', 'reference', 'sharing'}",1,0,0.5701792786438931,0.746840898448349,0.0,0.4982991069047022,0,0,5,20,1,1,0,0,2.0,0,2.0,False,False
C1634,U349,I194,This is an interesting perspective on fashion. Reference 1634,2026-07-11 10:00:31.802406,False,GENUINE,this is an interesting perspective on fashion reference 1634,"{'1634', 'an', 'fashion', 'perspective', 'this', 'reference', 'interesting', 'on', 'is'}",1,0,0.6791672089972807,0.7949552314816609,0.0,0.5556906157417126,10,0,8,20,1,1,0,0,4.0,0,4.0,False,False
C1635,U365,I210,This is worth discussing further. Reference 1635,2026-06-12 15:28:31.802421,False,GENUINE,this is worth discussing further reference 1635,"{'worth', '1635', 'this', 'reference', 'further', 'discussing', 'is'}",1,0,0.7443238159205726,0.8059536060257436,0.0,0.5828947779824979,10,0,4,0,1,1,0,0,2.0,0,2.0,False,False
C1636,U250,I126,The explanation of movies was very clear. Reference 1636,2026-06-18 21:34:31.802437,False,GENUINE,the explanation of movies was very clear reference 1636,"{'very', 'was', 'movies', 'clear', 'of', 'the', 'explanation', 'reference', '1636'}",1,0,0.7158118537311953,0.7345983173774414,0.0,0.544373475756895,10,0,5,20,1,1,0,0,4.0,0,4.0,False,False
C1637,U86,I466,This is an interesting perspective on movies. Reference 1637,2026-08-01 09:55:31.802451,False,GENUINE,this is an interesting perspective on movies reference 1637,"{'an', 'movies', 'perspective', 'this', 'reference', 'interesting', 'on', '1637', 'is'}",1,0,0.8252873658506688,0.8395436989653454,0.0,0.6246680576338722,20,0,13,40,1,1,0,0,8.0,0,8.0,False,False
C1638,U345,I86,I really enjoyed this post about music. Reference 1638,2026-08-08 10:19:31.802465,False,GENUINE,i really enjoyed this post about music reference 1638,"{'i', 'music', '1638', 'this', 'post', 'reference', 'really', 'enjoyed', 'about'}",1,0,0.6403705965408895,0.7079635757283278,0.0,0.5073151390806424,10,0,11,40,1,1,0,0,6.0,0,6.0,False,False
C1639,U471,I336,The information presented here is useful. Reference 1639,2026-07-18 13:32:31.802479,False,GENUINE,the information presented here is useful reference 1639,"{'useful', 'presented', '1639', 'information', 'is', 'the', 'reference', 'here'}",1,0,0.5910259597851174,0.8065420959182159,0.0,0.5294759242920775,10,0,4,0,1,1,0,0,2.0,0,2.0,False,False
C1640,U20,I356,I think this could be improved. Reference 1640,2026-07-14 00:32:31.802492,False,GENUINE,i think this could be improved reference 1640,"{'could', 'think', 'i', 'improved', '1640', 'this', 'reference', 'be'}",1,0,0.759419500520574,0.7529337540355515,0.0,0.5669703267964215,10,0,4,0,1,1,0,0,2.0,0,2.0,False,False
C1641,U386,I292,The information presented here is useful. Reference 1641,2026-06-20 17:15:31.802506,False,GENUINE,the information presented here is useful reference 1641,"{'useful', 'presented', 'information', 'is', 'the', 'reference', '1641', 'here'}",1,0,0.5910259597851174,0.7711049404251127,0.0,0.5153010620948362,10,0,5,20,1,1,0,0,4.0,0,4.0,False,False
C1642,U100,I413,I think this could be improved. Reference 1642,2026-06-09 22:46:31.802519,False,GENUINE,i think this could be improved reference 1642,"{'could', 'think', 'i', '1642', 'improved', 'this', 'reference', 'be'}",1,0,0.759419500520574,0.7529337540355515,0.0,0.5669703267964215,10,0,8,20,1,1,0,0,4.0,0,4.0,False,False
C1643,U691,I105,This is worth discussing further. Reference 1643,2026-06-27 01:40:31.802532,False,GENUINE,this is worth discussing further reference 1643,"{'worth', '1643', 'this', 'reference', 'further', 'discussing', 'is'}",1,0,0.7443238159205726,0.7550796347702037,0.0,0.562545189480282,10,0,2,0,1,1,0,0,2.0,0,2.0,False,False
C1644,U830,I391,This is worth discussing further. Reference 1644,2026-06-16 20:52:31.802545,False,GENUINE,this is worth discussing further reference 1644,"{'worth', 'this', 'reference', 'further', '1644', 'discussing', 'is'}",1,0,0.7443238159205726,0.7551619474366006,0.0,0.5625781145468407,10,0,8,20,1,1,0,0,4.0,0,4.0,False,False
C1645,U306,I186,The information presented here is useful. Reference 1645,2026-06-27 14:22:31.802559,False,GENUINE,the information presented here is useful reference 1645,"{'useful', 'presented', 'information', 'is', 'the', 'reference', 'here', '1645'}",1,0,0.5910259597851174,0.8062057615180104,0.0,0.5293413905319952,10,0,7,20,1,1,0,0,4.0,0,4.0,False,False
C1646,U650,I433,Best product ever buy now,2026-07-16 16:14:31.802573,False,GENUINE,best product ever buy now,"{'best', 'buy', 'now', 'product', 'ever'}",80,50,1.0000000000000004,0.9999999999999998,1.0,1.0,50,27,8,20,77,1,65,40,47.05,0,47.05,False,False
C1647,U271,I24,I have a different opinion about fashion. Reference 1647,2026-07-22 06:31:31.802586,False,GENUINE,i have a different opinion about fashion reference 1647,"{'opinion', 'i', 'fashion', '1647', 'have', 'reference', 'different', 'a', 'about'}",1,0,0.6208719682633899,0.7570366176159694,0.0,0.5201198359385742,10,0,5,20,1,1,0,0,4.0,0,4.0,False,False
C1648,U639,I380,This is an interesting perspective on gaming. Reference 1648,2026-06-18 23:02:31.802600,False,GENUINE,this is an interesting perspective on gaming reference 1648,"{'an', '1648', 'perspective', 'this', 'reference', 'interesting', 'on', 'is', 'gaming'}",1,0,0.6769806953191057,0.7449778078317267,0.0,0.5349343664943776,10,0,4,0,1,1,0,0,2.0,0,2.0,False,False
C1649,U344,I139,This is an interesting perspective on food. Reference 1649,2026-07-03 22:57:31.802616,False,GENUINE,this is an interesting perspective on food reference 1649,"{'1649', 'an', 'perspective', 'this', 'food', 'reference', 'interesting', 'on', 'is'}",1,0,0.6799644691628451,0.7289219202987748,0.0,0.5295563323265058,10,0,4,0,1,1,0,0,2.0,0,2.0,False,False
C1650,U214,I177,This is an interesting perspective on movies. Reference 1650,2026-06-26 21:34:31.802631,False,GENUINE,this is an interesting perspective on movies reference 1650,"{'an', 'movies', 'perspective', 'this', 'reference', 'interesting', 'on', '1650', 'is'}",1,0,0.8252873658506688,0.7847344274027772,0.0,0.602744349008845,20,0,7,20,1,1,0,0,6.0,0,6.0,False,False
C1651,U823,I153,The information presented here is useful. Reference 1651,2026-07-24 14:54:31.802644,False,GENUINE,the information presented here is useful reference 1651,"{'useful', 'presented', 'information', 'is', 'the', '1651', 'reference', 'here'}",1,0,0.5910259597851174,0.7713841019326458,0.0,0.5154127266978494,10,0,2,0,1,1,0,0,2.0,0,2.0,False,False
C1652,U424,I205,I have a different opinion about food. Reference 1652,2026-06-11 16:56:31.802660,False,GENUINE,i have a different opinion about food reference 1652,"{'opinion', 'i', 'have', 'reference', 'different', '1652', 'a', 'food', 'about'}",1,0,0.6234651200055784,0.6985455273874438,0.0,0.49763100295692997,0,0,5,20,1,1,0,0,2.0,0,2.0,False,False
C1653,U781,I280,I learned something useful about technology here. Reference 1653,2026-06-15 16:26:31.802674,False,GENUINE,i learned something useful about technology here reference 1653,"{'useful', 'i', 'technology', '1653', 'reference', 'learned', 'here', 'something', 'about'}",1,0,0.6536869962497605,0.7566289017499451,0.0,0.5314420093873942,10,0,7,20,1,1,0,0,4.0,0,4.0,False,False
C1654,U720,I264,I learned something useful about food here. Reference 1654,2026-07-23 10:46:31.802688,False,GENUINE,i learned something useful about food here reference 1654,"{'useful', 'i', 'here', '1654', 'reference', 'learned', 'food', 'something', 'about'}",1,0,0.65470345624931,0.7331117763122574,0.0,0.5223909202121615,10,0,6,20,1,1,0,0,4.0,0,4.0,False,False
C1655,U676,I492,I think this could be improved. Reference 1655,2026-06-14 18:24:31.802701,False,GENUINE,i think this could be improved reference 1655,"{'could', 'think', 'i', 'improved', '1655', 'this', 'reference', 'be'}",1,0,0.759419500520574,0.7536809254633069,0.0,0.5672691953675237,10,0,6,20,1,1,0,0,4.0,0,4.0,False,False
C1656,U545,I414,Thanks for sharing this information. Reference 1656,2026-06-21 07:16:31.802715,False,GENUINE,thanks for sharing this information reference 1656,"{'for', 'thanks', '1656', 'information', 'this', 'reference', 'sharing'}",1,0,0.5701792786438931,0.8006394700883251,0.0,0.5198185355606926,10,0,3,0,1,1,0,0,2.0,0,2.0,False,False
C1657,U744,I320,Click here for amazing deals,2026-07-09 16:12:31.802731,False,GENUINE,click here for amazing deals,"{'for', 'amazing', 'deals', 'click', 'here'}",53,50,1.0000000000000002,1.0,1.0,1.0,50,51,6,20,53,1,65,55,52.15,0,52.15,True,False
C1658,U473,I75,The explanation of education was very clear. Reference 1658,2026-06-04 21:22:31.802745,False,GENUINE,the explanation of education was very clear reference 1658,"{'very', 'education', 'was', 'clear', '1658', 'of', 'the', 'explanation', 'reference'}",1,0,0.7089229572113387,0.7798752585821487,0.0,0.560073138456828,10,0,4,0,1,1,0,0,2.0,0,2.0,False,False
C1659,U701,I391,I have a different opinion about fashion. Reference 1659,2026-07-05 11:45:31.802761,False,GENUINE,i have a different opinion about fashion reference 1659,"{'opinion', 'i', 'fashion', 'have', 'reference', 'different', '1659', 'a', 'about'}",1,0,0.6208719682633899,0.7559375182186308,0.0,0.5196801961796388,10,0,5,20,1,1,0,0,4.0,0,4.0,False,False
C1660,U326,I440,This is an interesting perspective on sports. Reference 1660,2026-07-05 06:59:31.802776,False,GENUINE,this is an interesting perspective on sports reference 1660,"{'an', 'perspective', 'this', '1660', 'reference', 'interesting', 'on', 'sports', 'is'}",1,0,0.6758838309085068,0.7906205425184,0.0,0.5528075578253373,10,0,4,0,1,1,0,0,2.0,0,2.0,False,False
C1661,U273,I421,I have a different opinion about education. Reference 1661,2026-07-19 11:46:31.802812,False,GENUINE,i have a different opinion about education reference 1661,"{'opinion', 'i', 'education', 'have', 'reference', 'different', '1661', 'a', 'about'}",1,0,0.6192479552629859,0.7618785453806658,0.0,0.5214882024943115,10,0,13,40,1,1,0,0,6.0,0,6.0,False,False
C1662,U703,I307,The explanation of fashion was very clear. Reference 1662,2026-07-21 03:00:31.802827,False,GENUINE,the explanation of fashion was very clear reference 1662,"{'very', 'was', 'fashion', 'clear', 'of', '1662', 'the', 'explanation', 'reference'}",1,0,0.7132141265283888,0.8196258617223099,0.0,0.57747528897386,10,0,11,40,1,1,0,0,6.0,0,6.0,False,False
C1663,U116,I76,The explanation of technology was very clear. Reference 1663,2026-07-20 11:29:31.802841,False,GENUINE,the explanation of technology was very clear reference 1663,"{'very', '1663', 'was', 'technology', 'clear', 'of', 'the', 'explanation', 'reference'}",1,0,0.7155681573898554,0.7713405189994763,0.0,0.5589850626862399,10,0,9,20,1,1,0,0,4.0,0,4.0,False,False
C1664,U816,I423,I have a different opinion about food. Reference 1664,2026-06-28 15:38:31.802857,False,GENUINE,i have a different opinion about food reference 1664,"{'opinion', 'i', '1664', 'have', 'reference', 'different', 'a', 'food', 'about'}",1,0,0.6234651200055784,0.6989181358877818,0.0,0.4977800463570652,0,0,3,0,1,1,0,0,0.0,0,0.0,False,False
C1665,U573,I223,The information presented here is useful. Reference 1665,2026-07-24 10:43:31.802871,False,GENUINE,the information presented here is useful reference 1665,"{'useful', 'presented', 'information', 'is', 'the', '1665', 'reference', 'here'}",1,0,0.5910259597851174,0.7487748924563206,0.0,0.5063690429073193,10,0,10,40,1,1,0,0,6.0,0,6.0,False,False
C1666,U163,I139,I learned something useful about technology here. Reference 1666,2026-07-19 07:30:31.802887,False,GENUINE,i learned something useful about technology here reference 1666,"{'useful', 'i', 'technology', 'reference', '1666', 'learned', 'here', 'something', 'about'}",1,0,0.6536869962497605,0.7570022173735016,0.0,0.5315913356368168,10,0,7,20,1,1,0,0,4.0,0,4.0,False,False
C1667,U808,I411,I have a different opinion about education. Reference 1667,2026-06-14 04:30:31.802901,False,GENUINE,i have a different opinion about education reference 1667,"{'opinion', 'i', 'education', '1667', 'have', 'reference', 'different', 'a', 'about'}",1,0,0.6192479552629859,0.7618785453806658,0.0,0.5214882024943115,10,0,7,20,1,1,0,0,4.0,0,4.0,False,False
C1668,U872,I21,I think this could be improved. Reference 1668,2026-08-06 19:07:31.802915,False,GENUINE,i think this could be improved reference 1668,"{'could', 'think', 'i', 'improved', 'this', 'reference', '1668', 'be'}",1,0,0.759419500520574,0.754320125415011,0.0,0.5675248753482054,10,0,10,40,1,1,0,0,6.0,0,6.0,False,False
C1669,U880,I459,This is an interesting perspective on music. Reference 1669,2026-06-18 01:46:31.802929,False,GENUINE,this is an interesting perspective on music reference 1669,"{'an', 'music', '1669', 'perspective', 'this', 'reference', 'interesting', 'on', 'is'}",1,0,0.6755579368387613,0.737986800203904,0.0,0.5316399979751281,10,0,7,20,1,1,0,0,4.0,0,4.0,False,False
C1670,U305,I443,This is an interesting perspective on fashion. Reference 1670,2026-07-09 18:02:31.802942,False,GENUINE,this is an interesting perspective on fashion reference 1670,"{'an', 'fashion', '1670', 'perspective', 'this', 'reference', 'interesting', 'on', 'is'}",1,0,0.6791672089972807,0.7944015935148614,0.0,0.5554691605549928,10,0,4,0,1,1,0,0,2.0,0,2.0,False,False
C1671,U687,I336,This is an interesting perspective on fashion. Reference 1671,2026-06-06 21:52:31.802956,False,GENUINE,this is an interesting perspective on fashion reference 1671,"{'an', 'fashion', '1671', 'perspective', 'this', 'reference', 'interesting', 'on', 'is'}",1,0,0.6791672089972807,0.7926808985156386,0.0,0.5547808825553037,10,0,4,0,1,1,0,0,2.0,0,2.0,False,False
C1672,U862,I71,The explanation of gaming was very clear. Reference 1672,2026-06-20 20:40:31.802970,False,GENUINE,the explanation of gaming was very clear reference 1672,"{'very', 'was', 'clear', 'of', 'the', 'explanation', 'reference', '1672', 'gaming'}",1,0,0.7108691624061542,0.7851726754831997,0.0,0.5628732770354339,10,0,8,20,1,1,0,0,4.0,0,4.0,False,False
C1673,U752,I256,This is an interesting perspective on movies. Reference 1673,2026-06-27 15:28:31.802985,False,GENUINE,this is an interesting perspective on movies reference 1673,"{'an', 'movies', '1673', 'perspective', 'this', 'reference', 'interesting', 'on', 'is'}",1,0,0.8252873658506688,0.7821925351103566,0.0,0.6017275920918768,20,0,6,20,1,1,0,0,6.0,0,6.0,False,False
C1674,U905,I46,Amazing product buy now,2026-07-14 07:19:31.802998,False,GENUINE,amazing product buy now,"{'now', 'product', 'buy', 'amazing'}",69,50,1.0,1.0,1.0,1.0,50,27,2,0,68,3,85,40,51.05,20,71.05,True,False
C1675,U337,I426,Thanks for sharing this information. Reference 1675,2026-06-04 17:08:31.803012,False,GENUINE,thanks for sharing this information reference 1675,"{'for', 'thanks', '1675', 'information', 'this', 'reference', 'sharing'}",1,0,0.5701792786438931,0.7465296923053053,0.0,0.4981746244474847,0,0,2,0,1,1,0,0,0.0,0,0.0,False,False
C1676,U761,I120,The information presented here is useful. Reference 1676,2026-07-29 16:48:31.803026,False,GENUINE,the information presented here is useful reference 1676,"{'useful', 'presented', 'information', 'is', 'the', 'reference', '1676', 'here'}",1,0,0.5910259597851174,0.7710337852280563,0.0,0.5152726000160136,10,0,6,20,1,1,0,0,4.0,0,4.0,False,False
C1677,U109,I89,Amazing product buy now,2026-07-02 19:56:31.803045,False,GENUINE,amazing product buy now,"{'now', 'product', 'buy', 'amazing'}",69,50,1.0,1.0,1.0,1.0,50,27,7,20,68,1,65,40,47.05,0,47.05,False,False
C1678,U418,I130,Thanks for sharing this information. Reference 1678,2026-06-28 04:46:31.803058,False,GENUINE,thanks for sharing this information reference 1678,"{'1678', 'for', 'thanks', 'information', 'this', 'reference', 'sharing'}",1,0,0.5701792786438931,0.769850519318806,0.0,0.5075029552528849,10,0,2,0,1,1,0,0,2.0,0,2.0,False,False
C1679,U546,I191,This is an interesting perspective on music. Reference 1679,2026-06-23 03:47:31.803072,False,GENUINE,this is an interesting perspective on music reference 1679,"{'an', 'music', 'perspective', 'this', '1679', 'reference', 'interesting', 'on', 'is'}",1,0,0.6755579368387613,0.7386958733179754,0.0,0.5319236272207566,10,0,7,20,1,1,0,0,4.0,0,4.0,False,False
C1680,U433,I243,The explanation of movies was very clear. Reference 1680,2026-07-29 15:25:31.803085,False,GENUINE,the explanation of movies was very clear reference 1680,"{'very', 'was', 'movies', 'clear', 'of', 'the', 'explanation', 'reference', '1680'}",1,0,0.7158118537311953,0.7622969847107252,0.0,0.5554529426902084,10,0,7,20,1,1,0,0,4.0,0,4.0,False,False
C1681,U371,I243,This is worth discussing further. Reference 1681,2026-08-09 21:56:31.803099,False,GENUINE,this is worth discussing further reference 1681,"{'worth', 'this', '1681', 'reference', 'further', 'discussing', 'is'}",1,0,0.7443238159205726,0.8118161989696139,0.0,0.585239815160046,10,0,6,20,1,1,0,0,4.0,0,4.0,False,False
C1682,U660,I495,Thanks for sharing this information. Reference 1682,2026-06-05 12:37:31.803113,False,GENUINE,thanks for sharing this information reference 1682,"{'for', 'thanks', 'information', 'this', 'reference', '1682', 'sharing'}",1,0,0.5701792786438931,0.7478911070828435,0.0,0.4987191903585,0,0,5,20,1,1,0,0,2.0,0,2.0,False,False
